id,postcode,locality,state,SA2_CODE_2021,SA2_NAME_2021
20234,2259,FREEMANS,NSW,111021220.0,Wangi Wangi - Rathmines
2529,2259,GWANDALAN,NSW,111021220.0,Wangi Wangi - Rathmines
2530,2259,HALLORAN,NSW,111021220.0,Wangi Wangi - Rathmines
2531,2259,HAMLYN TERRACE,NSW,111021220.0,Wangi Wangi - Rathmines
2532,2259,JILLIBY,NSW,111021220.0,Wangi Wangi - Rathmines
2533,2259,KANWAL,NSW,111021220.0,Wangi Wangi - Rathmines
20235,2259,KIAR,NSW,111021220.0,Wangi Wangi - Rathmines
20236,2259,KINGFISHER SHORES,NSW,111021220.0,Wangi Wangi - Rathmines
2534,2259,LAKE MUNMORAH,NSW,111021220.0,Wangi Wangi - Rathmines
2535,2259,LEMON TREE,NSW,111021220.0,Wangi Wangi - Rathmines
2536,2259,LITTLE JILLIBY,NSW,111021220.0,Wangi Wangi - Rathmines
2537,2259,MANNERING PARK,NSW,111021220.0,Wangi Wangi - Rathmines
2538,2259,MARDI,NSW,111021220.0,Wangi Wangi - Rathmines
20237,2259,MOONEE,NSW,111021220.0,Wangi Wangi - Rathmines
2539,2259,POINT WOLSTONCROFT,NSW,111021220.0,Wangi Wangi - Rathmines
2540,2259,RAVENSDALE,NSW,111021220.0,Wangi Wangi - Rathmines
2541,2259,ROCKY POINT,NSW,111021220.0,Wangi Wangi - Rathmines
2542,2259,SOUTH TACOMA,NSW,111021220.0,Wangi Wangi - Rathmines
2543,2259,SUMMERLAND POINT,NSW,111021220.0,Wangi Wangi - Rathmines
2544,2259,TACOMA,NSW,111021220.0,Wangi Wangi - Rathmines
20238,2259,TACOMA SOUTH,NSW,111021220.0,Wangi Wangi - Rathmines
2545,2259,TUGGERAH,NSW,111021220.0,Wangi Wangi - Rathmines
2546,2259,TUGGERAWONG,NSW,111021220.0,Wangi Wangi - Rathmines
2547,2259,WADALBA,NSW,111021220.0,Wangi Wangi - Rathmines
2548,2259,WALLARAH,NSW,111021220.0,Wangi Wangi - Rathmines
2549,2259,WARNERVALE,NSW,111021220.0,Wangi Wangi - Rathmines
2550,2259,WATANOBBI,NSW,111021220.0,Wangi Wangi - Rathmines
2551,2259,WOONGARRAH,NSW,111021220.0,Wangi Wangi - Rathmines
2552,2259,WYBUNG,NSW,111021220.0,Wangi Wangi - Rathmines
2553,2259,WYEE,NSW,111021220.0,Wangi Wangi - Rathmines
2554,2259,WYEE POINT,NSW,111021220.0,Wangi Wangi - Rathmines
2555,2259,WYONG,NSW,111021220.0,Wangi Wangi - Rathmines
2556,2259,WYONG CREEK,NSW,111021220.0,Wangi Wangi - Rathmines
2557,2259,WYONGAH,NSW,111021220.0,Wangi Wangi - Rathmines
2558,2259,YARRAMALONG,NSW,111021220.0,Wangi Wangi - Rathmines
2559,2260,ERINA HEIGHTS,NSW,102011041.0,Wamberal - Forresters Beach
2560,2260,FORRESTERS BEACH,NSW,102011041.0,Wamberal - Forresters Beach
2561,2260,NORTH AVOCA,NSW,102011041.0,Wamberal - Forresters Beach
2562,2260,TERRIGAL,NSW,102011041.0,Wamberal - Forresters Beach
2563,2260,WAMBERAL,NSW,102011041.0,Wamberal - Forresters Beach
2564,2261,BATEAU BAY,NSW,102021055.0,Tuggerah - Kangy Angy
2565,2261,BAY VILLAGE,NSW,102021055.0,Tuggerah - Kangy Angy
2566,2261,BERKELEY VALE,NSW,102021055.0,Tuggerah - Kangy Angy
2567,2261,BLUE BAY,NSW,102021055.0,Tuggerah - Kangy Angy
2568,2261,CHITTAWAY BAY,NSW,102021055.0,Tuggerah - Kangy Angy
2569,2261,CHITTAWAY POINT,NSW,102021055.0,Tuggerah - Kangy Angy
2570,2261,GLENNING VALLEY,NSW,102021055.0,Tuggerah - Kangy Angy
2571,2261,KILLARNEY VALE,NSW,102021055.0,Tuggerah - Kangy Angy
2572,2261,LONG JETTY,NSW,102021055.0,Tuggerah - Kangy Angy
20239,2261,MAGENTA,NSW,102021055.0,Tuggerah - Kangy Angy
2573,2261,SHELLY BEACH,NSW,102021055.0,Tuggerah - Kangy Angy
2574,2261,THE ENTRANCE,NSW,102021055.0,Tuggerah - Kangy Angy
2575,2261,THE ENTRANCE NORTH,NSW,102021055.0,Tuggerah - Kangy Angy
2576,2261,TOOWOON BAY,NSW,102021055.0,Tuggerah - Kangy Angy
2577,2261,TUMBI UMBI,NSW,102021055.0,Tuggerah - Kangy Angy
2578,2262,BLUE HAVEN,NSW,102021050.0,Lake Munmorah - Mannering Park
2579,2262,BUDGEWOI,NSW,102021050.0,Lake Munmorah - Mannering Park
20240,2262,BUDGEWOI PENINSULA,NSW,102021050.0,Lake Munmorah - Mannering Park
2580,2262,BUFF POINT,NSW,102021050.0,Lake Munmorah - Mannering Park
20241,2262,COLONGRA,NSW,102021050.0,Lake Munmorah - Mannering Park
2581,2262,DOYALSON,NSW,102021050.0,Lake Munmorah - Mannering Park
20242,2262,DOYALSON NORTH,NSW,102021050.0,Lake Munmorah - Mannering Park
2582,2262,HALEKULANI,NSW,102021050.0,Lake Munmorah - Mannering Park
2583,2262,SAN REMO,NSW,102021050.0,Lake Munmorah - Mannering Park
2584,2263,CANTON BEACH,NSW,102021056.0,Warnervale - Wadalba
2585,2263,CHARMHAVEN,NSW,102021056.0,Warnervale - Wadalba
2586,2263,GOROKAN,NSW,102021056.0,Warnervale - Wadalba
2587,2263,LAKE HAVEN,NSW,102021056.0,Warnervale - Wadalba
2588,2263,NORAH HEAD,NSW,102021056.0,Warnervale - Wadalba
2589,2263,NORAVILLE,NSW,102021056.0,Warnervale - Wadalba
2590,2263,TOUKLEY,NSW,102021056.0,Warnervale - Wadalba
2591,2264,BALCOLYN,NSW,111021218.0,Morisset - Cooranbong
2592,2264,BONNELLS BAY,NSW,111021218.0,Morisset - Cooranbong
2593,2264,BRIGHTWATERS,NSW,111021218.0,Morisset - Cooranbong
2594,2264,DORA CREEK,NSW,111021218.0,Morisset - Cooranbong
2595,2264,ERARING,NSW,111021218.0,Morisset - Cooranbong
2596,2264,MANDALONG,NSW,111021218.0,Morisset - Cooranbong
2597,2264,MIRRABOOKA,NSW,111021218.0,Morisset - Cooranbong
2598,2264,MORISSET,NSW,111021218.0,Morisset - Cooranbong
2599,2264,MORISSET PARK,NSW,111021218.0,Morisset - Cooranbong
2600,2264,MYUNA BAY,NSW,111021218.0,Morisset - Cooranbong
2601,2264,SILVERWATER,NSW,111021218.0,Morisset - Cooranbong
2602,2264,SUNSHINE,NSW,111021218.0,Morisset - Cooranbong
2603,2264,WINDERMERE PARK,NSW,111021218.0,Morisset - Cooranbong
2604,2264,YARRAWONGA PARK,NSW,111021218.0,Morisset - Cooranbong
2605,2265,COORANBONG,NSW,111021218.0,Morisset - Cooranbong
2606,2265,MARTINSVILLE,NSW,111021218.0,Morisset - Cooranbong
2607,2267,WANGI WANGI,NSW,111021220.0,Wangi Wangi - Rathmines
2608,2278,BARNSLEY,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2609,2278,KILLINGWORTH,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2610,2278,WAKEFIELD,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2611,2280,BELMONT,NSW,111011213.0,Valentine - Eleebana
2612,2280,BELMONT NORTH,NSW,111011213.0,Valentine - Eleebana
2613,2280,BELMONT SOUTH,NSW,111011213.0,Valentine - Eleebana
2614,2280,CROUDACE BAY,NSW,111011213.0,Valentine - Eleebana
2615,2280,FLORAVILLE,NSW,111011213.0,Valentine - Eleebana
2616,2280,JEWELLS,NSW,111011213.0,Valentine - Eleebana
2617,2280,MARKS POINT,NSW,111011213.0,Valentine - Eleebana
2618,2280,VALENTINE,NSW,111011213.0,Valentine - Eleebana
2619,2281,BLACKSMITHS,NSW,111011212.0,Swansea - Caves Beach
2620,2281,CAMS WHARF,NSW,111011212.0,Swansea - Caves Beach
2621,2281,CATHERINE HILL BAY,NSW,111011212.0,Swansea - Caves Beach
2622,2281,CAVES BEACH,NSW,111011212.0,Swansea - Caves Beach
2623,2281,LITTLE PELICAN,NSW,111011212.0,Swansea - Caves Beach
2624,2281,MIDDLE CAMP,NSW,111011212.0,Swansea - Caves Beach
20243,2281,MURRAYS BEACH,NSW,111011212.0,Swansea - Caves Beach
2625,2281,NORDS WHARF,NSW,111011212.0,Swansea - Caves Beach
2626,2281,PELICAN,NSW,111011212.0,Swansea - Caves Beach
20244,2281,PINNY BEACH,NSW,111011212.0,Swansea - Caves Beach
2350,2281,SWANSEA,NSW,111011212.0,Swansea - Caves Beach
2351,2281,SWANSEA HEADS,NSW,111011212.0,Swansea - Caves Beach
2352,2282,ELEEBANA,NSW,111011214.0,Warners Bay - Boolaroo
2353,2282,LAKELANDS,NSW,111011214.0,Warners Bay - Boolaroo
2354,2282,WARNERS BAY,NSW,111011214.0,Warners Bay - Boolaroo
2355,2283,ARCADIA VALE,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2356,2283,AWABA,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2357,2283,BALMORAL,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2358,2283,BLACKALLS PARK,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2359,2283,BOLTON POINT,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2360,2283,BUTTABA,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2361,2283,CAREY BAY,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2362,2283,COAL POINT,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2363,2283,FASSIFERN,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2364,2283,FENNELL BAY,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2365,2283,FISHING POINT,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2366,2283,KILABEN BAY,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2367,2283,RATHMINES,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2368,2283,RYHOPE,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2369,2283,TORONTO,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2370,2284,ARGENTON,NSW,111021215.0,Bolton Point - Teralba
2371,2284,BOOLAROO,NSW,111021215.0,Bolton Point - Teralba
2372,2284,BOORAGUL,NSW,111021215.0,Bolton Point - Teralba
2373,2284,MARMONG POINT,NSW,111021215.0,Bolton Point - Teralba
2374,2284,SPEERS POINT,NSW,111021215.0,Bolton Point - Teralba
2375,2284,TERALBA,NSW,111021215.0,Bolton Point - Teralba
2376,2284,WOODRISING,NSW,111021215.0,Bolton Point - Teralba
2377,2285,CAMERON PARK,NSW,111031233.0,Wallsend - Elermore Vale
2378,2285,CARDIFF,NSW,111031233.0,Wallsend - Elermore Vale
2379,2285,CARDIFF HEIGHTS,NSW,111031233.0,Wallsend - Elermore Vale
2380,2285,CARDIFF SOUTH,NSW,111031233.0,Wallsend - Elermore Vale
2381,2285,EDGEWORTH,NSW,111031233.0,Wallsend - Elermore Vale
2382,2285,GLENDALE,NSW,111031233.0,Wallsend - Elermore Vale
2383,2285,MACQUARIE HILLS,NSW,111031233.0,Wallsend - Elermore Vale
2384,2286,HOLMESVILLE,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2385,2286,SEAHAMPTON,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2386,2286,WEST WALLSEND,NSW,111021221.0,West Wallsend - Barnsley - Killingworth
2387,2287,BIRMINGHAM GARDENS,NSW,111031233.0,Wallsend - Elermore Vale
2388,2287,ELERMORE VALE,NSW,111031233.0,Wallsend - Elermore Vale
2389,2287,FLETCHER,NSW,111031233.0,Wallsend - Elermore Vale
2390,2287,MARYLAND,NSW,111031233.0,Wallsend - Elermore Vale
2391,2287,MINMI,NSW,111031233.0,Wallsend - Elermore Vale
2392,2287,RANKIN PARK,NSW,111031233.0,Wallsend - Elermore Vale
2393,2287,SUMMER HILL,NSW,111031233.0,Wallsend - Elermore Vale
2394,2287,WALLSEND,NSW,111031233.0,Wallsend - Elermore Vale
22869,2287,WALLSEND DC,NSW,111031233.0,Wallsend - Elermore Vale
2395,2287,WALLSEND SOUTH,NSW,111031233.0,Wallsend - Elermore Vale
2396,2289,ADAMSTOWN,NSW,111031225.0,Lambton - New Lambton
2397,2289,ADAMSTOWN HEIGHTS,NSW,111031225.0,Lambton - New Lambton
2398,2289,GARDEN SUBURB,NSW,111031225.0,Lambton - New Lambton
2399,2289,HIGHFIELDS,NSW,111031225.0,Lambton - New Lambton
2400,2289,KOTARA,NSW,111031225.0,Lambton - New Lambton
2401,2289,KOTARA FAIR,NSW,111031225.0,Lambton - New Lambton
2402,2289,KOTARA SOUTH,NSW,111031225.0,Lambton - New Lambton
2403,2290,BENNETTS GREEN,NSW,111031222.0,Adamstown - Kotara
2404,2290,CHARLESTOWN,NSW,111031222.0,Adamstown - Kotara
2405,2290,DUDLEY,NSW,111031222.0,Adamstown - Kotara
2406,2290,GATESHEAD,NSW,111031222.0,Adamstown - Kotara
2407,2290,HILLSBOROUGH,NSW,111031222.0,Adamstown - Kotara
2408,2290,KAHIBAH,NSW,111031222.0,Adamstown - Kotara
2409,2290,MOUNT HUTTON,NSW,111031222.0,Adamstown - Kotara
2410,2290,REDHEAD,NSW,111031222.0,Adamstown - Kotara
2411,2290,TINGIRA HEIGHTS,NSW,111031222.0,Adamstown - Kotara
2412,2290,WHITEBRIDGE,NSW,111031222.0,Adamstown - Kotara
2413,2291,MEREWETHER,NSW,111031228.0,Merewether - The Junction
2414,2291,MEREWETHER HEIGHTS,NSW,111031228.0,Merewether - The Junction
3401,2291,THE JUNCTION,NSW,111031228.0,Merewether - The Junction
3402,2292,BROADMEADOW,NSW,111031224.0,Hamilton - Broadmeadow
3403,2292,HAMILTON NORTH,NSW,111031224.0,Hamilton - Broadmeadow
3404,2293,MARYVILLE,NSW,111031235.0,Wickham - Carrington - Tighes Hill
3405,2293,WICKHAM,NSW,111031235.0,Wickham - Carrington - Tighes Hill
3406,2294,CARRINGTON,NSW,111031235.0,Wickham - Carrington - Tighes Hill
3407,2295,FERN BAY,NSW,111031232.0,Stockton - Fullerton Cove
3408,2295,STOCKTON,NSW,111031232.0,Stockton - Fullerton Cove
3409,2296,ISLINGTON,NSW,111031235.0,Wickham - Carrington - Tighes Hill
3410,2297,TIGHES HILL,NSW,111031235.0,Wickham - Carrington - Tighes Hill
3411,2298,GEORGETOWN,NSW,111031234.0,Waratah - North Lambton
3412,2298,WARATAH,NSW,111031234.0,Waratah - North Lambton
3413,2298,WARATAH WEST,NSW,111031234.0,Waratah - North Lambton
23970,2299,Glen InnesLAMBTON,NSW,111031234.0,Waratah - North Lambton
3414,2299,JESMOND,NSW,111031234.0,Waratah - North Lambton
3415,2299,LAMBTON,NSW,111031234.0,Waratah - North Lambton
3416,2299,NORTH LAMBTON,NSW,111031234.0,Waratah - North Lambton
3417,2300,BAR BEACH,NSW,111031229.0,Newcastle - Cooks Hill
3418,2300,COOKS HILL,NSW,111031229.0,Newcastle - Cooks Hill
3419,2300,NEWCASTLE,NSW,111031229.0,Newcastle - Cooks Hill
3420,2300,NEWCASTLE EAST,NSW,111031229.0,Newcastle - Cooks Hill
3421,2300,THE HILL,NSW,111031229.0,Newcastle - Cooks Hill
3422,2302,NEWCASTLE WEST,NSW,111031229.0,Newcastle - Cooks Hill
3423,2303,HAMILTON,NSW,111031228.0,Merewether - The Junction
22841,2303,HAMILTON DC,NSW,111031228.0,Merewether - The Junction
3424,2303,HAMILTON EAST,NSW,111031228.0,Merewether - The Junction
3425,2303,HAMILTON SOUTH,NSW,111031228.0,Merewether - The Junction
3426,2304,KOORAGANG,NSW,111031231.0,Shortland - Jesmond
3427,2304,MAYFIELD,NSW,111031231.0,Shortland - Jesmond
3428,2304,MAYFIELD EAST,NSW,111031231.0,Shortland - Jesmond
3429,2304,MAYFIELD NORTH,NSW,111031231.0,Shortland - Jesmond
3430,2304,MAYFIELD WEST,NSW,111031231.0,Shortland - Jesmond
3431,2304,SANDGATE,NSW,111031231.0,Shortland - Jesmond
3432,2304,WARABROOK,NSW,111031231.0,Shortland - Jesmond
3433,2305,KOTARA EAST,NSW,111031225.0,Lambton - New Lambton
3434,2305,NEW LAMBTON,NSW,111031225.0,Lambton - New Lambton
3435,2305,NEW LAMBTON HEIGHTS,NSW,111031225.0,Lambton - New Lambton
3436,2306,WINDALE,NSW,111011210.0,Mount Hutton - Windale
3437,2307,SHORTLAND,NSW,111031231.0,Shortland - Jesmond
3438,2308,CALLAGHAN,NSW,111031231.0,Shortland - Jesmond
3439,2308,NEWCASTLE UNIVERSITY,NSW,111031231.0,Shortland - Jesmond
3440,2309,DANGAR,NSW,NA,NA
3441,2310,HUNTER REGION MC,NSW,NA,NA
3442,2311,ALLYNBROOK,NSW,106011110.0,Dungog
3443,2311,BINGLEBURRA,NSW,106011110.0,Dungog
3444,2311,BONNINGTON PARK,NSW,106011110.0,Dungog
3445,2311,CARRABOLLA,NSW,106011110.0,Dungog
3446,2311,EAST GRESFORD,NSW,106011110.0,Dungog
3447,2311,ECCLESTON,NSW,106011110.0,Dungog
3448,2311,GRESFORD,NSW,106011110.0,Dungog
3449,2311,HALTON,NSW,106011110.0,Dungog
3450,2311,LEWINSBROOK,NSW,106011110.0,Dungog
3451,2311,LOSTOCK,NSW,106011110.0,Dungog
3452,2311,MOUNT RIVERS,NSW,106011110.0,Dungog
20245,2311,UPPER ALLYN,NSW,106011110.0,Dungog
20246,2312,MINIMBAH,NSW,108051170.0,Taree Surrounds
3453,2312,NABIAC,NSW,108051170.0,Taree Surrounds
3454,2314,WILLIAMTOWN RAAF,NSW,NA,NA
3455,2315,CORLETTE,NSW,106031121.0,Nelson Bay Peninsula
3456,2315,FINGAL BAY,NSW,106031121.0,Nelson Bay Peninsula
3457,2315,GAN GAN,NSW,106031121.0,Nelson Bay Peninsula
3458,2315,NELSON BAY,NSW,106031121.0,Nelson Bay Peninsula
3459,2315,SHOAL BAY,NSW,106031121.0,Nelson Bay Peninsula
3460,2316,ANNA BAY,NSW,106031121.0,Nelson Bay Peninsula
3461,2316,BOAT HARBOUR,NSW,106031121.0,Nelson Bay Peninsula
3462,2316,BOBS FARM,NSW,106031121.0,Nelson Bay Peninsula
3463,2316,FISHERMANS BAY,NSW,106031121.0,Nelson Bay Peninsula
3464,2316,ONE MILE,NSW,106031121.0,Nelson Bay Peninsula
3465,2316,TAYLORS BEACH,NSW,106031121.0,Nelson Bay Peninsula
3466,2317,SALAMANDER BAY,NSW,106031121.0,Nelson Bay Peninsula
3467,2317,SOLDIERS POINT,NSW,106031121.0,Nelson Bay Peninsula
3188,2318,CAMPVALE,NSW,111031232.0,Stockton - Fullerton Cove
3189,2318,FERODALE,NSW,111031232.0,Stockton - Fullerton Cove
3190,2318,FULLERTON COVE,NSW,111031232.0,Stockton - Fullerton Cove
3191,2318,MEDOWIE,NSW,111031232.0,Stockton - Fullerton Cove
3192,2318,OYSTER COVE,NSW,111031232.0,Stockton - Fullerton Cove
3193,2318,SALT ASH,NSW,111031232.0,Stockton - Fullerton Cove
3194,2318,WILLIAMTOWN,NSW,111031232.0,Stockton - Fullerton Cove
3195,2319,LEMON TREE PASSAGE,NSW,106031125.0,Williamtown - Medowie - Karuah
3196,2319,MALLABULA,NSW,106031125.0,Williamtown - Medowie - Karuah
3197,2319,TANILBA BAY,NSW,106031125.0,Williamtown - Medowie - Karuah
20247,2319,TILLIGERRY CREEK,NSW,106031125.0,Williamtown - Medowie - Karuah
3198,2320,ABERGLASSLYN,NSW,106031123.0,Seaham - Woodville
3199,2320,ALLANDALE,NSW,106031123.0,Seaham - Woodville
3200,2320,ANAMBAH,NSW,106031123.0,Seaham - Woodville
3201,2320,BOLWARRA,NSW,106031123.0,Seaham - Woodville
3202,2320,BOLWARRA HEIGHTS,NSW,106031123.0,Seaham - Woodville
3203,2320,FARLEY,NSW,106031123.0,Seaham - Woodville
3204,2320,GLEN OAK,NSW,106031123.0,Seaham - Woodville
3205,2320,GOSFORTH,NSW,106031123.0,Seaham - Woodville
3206,2320,HILLSBOROUGH,NSW,106031123.0,Seaham - Woodville
3207,2320,HORSESHOE BEND,NSW,106031123.0,Seaham - Woodville
3208,2320,KEINBAH,NSW,106031123.0,Seaham - Woodville
3209,2320,LARGS,NSW,106031123.0,Seaham - Woodville
3210,2320,LORN,NSW,106031123.0,Seaham - Woodville
3211,2320,LOUTH PARK,NSW,106031123.0,Seaham - Woodville
3212,2320,MAITLAND,NSW,106031123.0,Seaham - Woodville
3213,2320,MAITLAND NORTH,NSW,106031123.0,Seaham - Woodville
3214,2320,MAITLAND VALE,NSW,106031123.0,Seaham - Woodville
3215,2320,MELVILLE,NSW,106031123.0,Seaham - Woodville
3216,2320,MINDARIBBA,NSW,106031123.0,Seaham - Woodville
3217,2320,MOUNT DEE,NSW,106031123.0,Seaham - Woodville
3218,2320,OAKHAMPTON,NSW,106031123.0,Seaham - Woodville
3219,2320,OAKHAMPTON HEIGHTS,NSW,106031123.0,Seaham - Woodville
3220,2320,POKOLBIN,NSW,106031123.0,Seaham - Woodville
3221,2320,ROSEBROOK,NSW,106031123.0,Seaham - Woodville
3222,2320,ROTHBURY,NSW,106031123.0,Seaham - Woodville
3223,2320,RUTHERFORD,NSW,106031123.0,Seaham - Woodville
3224,2320,SOUTH MAITLAND,NSW,106031123.0,Seaham - Woodville
3225,2320,TELARAH,NSW,106031123.0,Seaham - Woodville
3226,2320,WALLALONG,NSW,106031123.0,Seaham - Woodville
3227,2320,WINDELLA,NSW,106031123.0,Seaham - Woodville
3228,2321,BERRY PARK,NSW,106031123.0,Seaham - Woodville
3229,2321,BUTTERWICK,NSW,106031123.0,Seaham - Woodville
3230,2321,CLARENCE TOWN,NSW,106031123.0,Seaham - Woodville
3231,2321,CLIFTLEIGH,NSW,106031123.0,Seaham - Woodville
3232,2321,DUCKENFIELD,NSW,106031123.0,Seaham - Woodville
3233,2321,DUNS CREEK,NSW,106031123.0,Seaham - Woodville
3234,2321,GILLIESTON HEIGHTS,NSW,106031123.0,Seaham - Woodville
3235,2321,GLEN MARTIN,NSW,106031123.0,Seaham - Woodville
3236,2321,GLEN WILLIAM,NSW,106031123.0,Seaham - Woodville
3237,2321,HARPERS HILL,NSW,106031123.0,Seaham - Woodville
3238,2321,HEDDON GRETA,NSW,106031123.0,Seaham - Woodville
3239,2321,HINTON,NSW,106031123.0,Seaham - Woodville
3240,2321,IONA,NSW,106031123.0,Seaham - Woodville
3241,2321,LOCHINVAR,NSW,106031123.0,Seaham - Woodville
3242,2321,LUSKINTYRE,NSW,106031123.0,Seaham - Woodville
3243,2321,MORPETH,NSW,106031123.0,Seaham - Woodville
3244,2321,OSWALD,NSW,106031123.0,Seaham - Woodville
3245,2321,PHOENIX PARK,NSW,106031123.0,Seaham - Woodville
3246,2321,RAWORTH,NSW,106031123.0,Seaham - Woodville
3247,2321,WINDERMERE,NSW,106031123.0,Seaham - Woodville
3248,2321,WOERDEN,NSW,106031123.0,Seaham - Woodville
3249,2321,WOODVILLE,NSW,106031123.0,Seaham - Woodville
3250,2322,BERESFIELD,NSW,111031223.0,Beresfield - Hexham
3251,2322,BLACK HILL,NSW,111031223.0,Beresfield - Hexham
20248,2322,CHISHOLM,NSW,111031223.0,Beresfield - Hexham
3252,2322,HEXHAM,NSW,111031223.0,Beresfield - Hexham
3253,2322,LENAGHAN,NSW,111031223.0,Beresfield - Hexham
3254,2322,STOCKRINGTON,NSW,111031223.0,Beresfield - Hexham
3255,2322,TARRO,NSW,111031223.0,Beresfield - Hexham
3256,2322,THORNTON,NSW,111031223.0,Beresfield - Hexham
3257,2322,TOMAGO,NSW,111031223.0,Beresfield - Hexham
3258,2322,WOODBERRY,NSW,111031223.0,Beresfield - Hexham
3259,2323,ASHTONFIELD,NSW,111021218.0,Morisset - Cooranbong
3260,2323,BRUNKERVILLE,NSW,111021218.0,Morisset - Cooranbong
3261,2323,BUCHANAN,NSW,111021218.0,Morisset - Cooranbong
3262,2323,BUTTAI,NSW,111021218.0,Morisset - Cooranbong
3263,2323,EAST MAITLAND,NSW,111021218.0,Morisset - Cooranbong
20249,2323,FOUR MILE CREEK,NSW,111021218.0,Morisset - Cooranbong
3264,2323,FREEMANS WATERHOLE,NSW,111021218.0,Morisset - Cooranbong
20250,2323,GREEN HILLS,NSW,111021218.0,Morisset - Cooranbong
3265,2323,GREENHILLS,NSW,111021218.0,Morisset - Cooranbong
3266,2323,METFORD,NSW,111021218.0,Morisset - Cooranbong
3267,2323,METFORD DC,NSW,111021218.0,Morisset - Cooranbong
3268,2323,MOUNT VINCENT,NSW,111021218.0,Morisset - Cooranbong
3269,2323,MULBRING,NSW,111021218.0,Morisset - Cooranbong
3270,2323,PITNACREE,NSW,111021218.0,Morisset - Cooranbong
20251,2323,RICHMOND VALE,NSW,111021218.0,Morisset - Cooranbong
3271,2323,TENAMBIT,NSW,111021218.0,Morisset - Cooranbong
3272,2324,BALICKERA,NSW,108011151.0,Bulahdelah - Stroud
3273,2324,BRANDY HILL,NSW,108011151.0,Bulahdelah - Stroud
3274,2324,BUNDABAH,NSW,108011151.0,Bulahdelah - Stroud
3275,2324,CARRINGTON,NSW,108011151.0,Bulahdelah - Stroud
3276,2324,CELLS RIVER,NSW,108011151.0,Bulahdelah - Stroud
3277,2324,EAGLETON,NSW,108011151.0,Bulahdelah - Stroud
3278,2324,EAST SEAHAM,NSW,108011151.0,Bulahdelah - Stroud
3279,2324,HAWKS NEST,NSW,108011151.0,Bulahdelah - Stroud
3280,2324,HEATHERBRAE,NSW,108011151.0,Bulahdelah - Stroud
3281,2324,KARUAH,NSW,108011151.0,Bulahdelah - Stroud
20252,2324,KINGS HILL,NSW,108011151.0,Bulahdelah - Stroud
3282,2324,LIMEBURNERS CREEK,NSW,108011151.0,Bulahdelah - Stroud
3283,2324,MILLERS FOREST,NSW,108011151.0,Bulahdelah - Stroud
3284,2324,MOTTO FARM,NSW,108011151.0,Bulahdelah - Stroud
3285,2324,NELSONS PLAINS,NSW,108011151.0,Bulahdelah - Stroud
3286,2324,NORTH ARM COVE,NSW,108011151.0,Bulahdelah - Stroud
3287,2324,OSTERLEY,NSW,108011151.0,Bulahdelah - Stroud
3288,2324,PINDIMAR,NSW,108011151.0,Bulahdelah - Stroud
3289,2324,RAYMOND TERRACE,NSW,108011151.0,Bulahdelah - Stroud
3290,2324,RAYMOND TERRACE EAST,NSW,108011151.0,Bulahdelah - Stroud
3291,2324,SEAHAM,NSW,108011151.0,Bulahdelah - Stroud
3292,2324,SWAN BAY,NSW,108011151.0,Bulahdelah - Stroud
3293,2324,TAHLEE,NSW,108011151.0,Bulahdelah - Stroud
3294,2324,TEA GARDENS,NSW,108011151.0,Bulahdelah - Stroud
3295,2324,TWELVE MILE CREEK,NSW,108011151.0,Bulahdelah - Stroud
3296,2324,WALLAROO,NSW,108011151.0,Bulahdelah - Stroud
3297,2325,ABERDARE,NSW,106011113.0,Singleton Surrounds
3298,2325,ABERNETHY,NSW,106011113.0,Singleton Surrounds
3299,2325,BELLBIRD,NSW,106011113.0,Singleton Surrounds
20253,2325,BELLBIRD HEIGHTS,NSW,106011113.0,Singleton Surrounds
3300,2325,BOREE,NSW,106011113.0,Singleton Surrounds
3301,2325,CEDAR CREEK,NSW,106011113.0,Singleton Surrounds
3302,2325,CESSNOCK,NSW,106011113.0,Singleton Surrounds
3303,2325,CESSNOCK WEST,NSW,106011113.0,Singleton Surrounds
3304,2325,CONGEWAI,NSW,106011113.0,Singleton Surrounds
20254,2325,CORRABARE,NSW,106011113.0,Singleton Surrounds
20255,2325,DAIRY ARM,NSW,106011113.0,Singleton Surrounds
